Type_H,Type_L,Type_M,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],temperature_difference,mechanical_power_W,overstrain_index
0.0,0.0,1.0,0.4733038308569983,1.1952286093344042,0.4311274987216435,-0.7119038976698326,-0.5404965302247997,0.745672110596132,-0.5747108546386678,-0.619679729116223
0.0,0.0,1.0,0.04786218514270938,0.2390457218669352,-0.32492565700339276,0.7441804336814538,0.5633621748294956,0.20825076962595504,0.9253822875065085,0.8203334162312098
1.0,0.0,0.0,-1.653904397715172,-0.7171371656008056,1.139927332213865,-1.5467255809779037,-1.0293482424631304,1.2830934515660035,-1.5034000343807006,-1.0408922489083312
0.0,1.0,0.0,0.04786218514270938,0.2390457218669352,-0.13118703584885222,0.045259954632836046,1.1152915273566433,0.20825076962595504,0.1303595825927074,0.9974723826649121
0.0,0.0,1.0,-0.8030211062861103,0.7171371656005339,-1.0857041449517106,0.6568153738003768,-0.7139600410190461,1.8205147925358751,0.1409082233493799,-0.5284557638362616
0.0,0.0,1.0,-2.0793460434294606,-1.6733200530682746,0.5965141265364953,-1.090485823821167,-1.1239647028963557,0.7456721105958265,-1.051381446809182,-1.0612953267267478
0.0,1.0,0.0,0.4733038308569983,1.1952286093344042,0.5870634620899323,-0.7119038976698326,0.058741052518960626,0.745672110596132,-0.4793998419046211,-0.19114569670560144
0.0,1.0,0.0,0.898745476571529,1.6733200530680028,-0.5753682648373111,0.8218382646868555,0.027202232374552188,0.7456721105958265,0.8025399444740867,0.2852037119529422
0.0,0.0,1.0,0.4733038308569983,0.7171371656005339,0.19013555533428822,-0.30420028489147216,0.18489633309659437,0.20825076962595504,-0.13190788666670197,0.04626562716107662
0.0,0.0,1.0,0.898745476571529,-0.2390457218669352,0.16178356199459934,-0.4401014891509261,-0.6666518108024334,-1.4040132532842704,-0.34743074734978857,-0.6642333888421533
0.0,1.0,0.0,1.32418712228606,2.1514114968018734,-0.1359123680721337,-0.08093402075094185,-0.2251083287807153,0.7456721105958265,-0.04790089334503019,-0.22497733084328211
0.0,1.0,0.0,0.898745476571529,2.1514114968018734,1.5132285778531018,-1.604968954231955,-0.25664714892512375,1.2830934515660035,-1.4348383128661855,-0.6497291600528706
1.0,0.0,0.0,0.04786218514270938,-0.7171371656008056,-0.3532776503430816,0.4141346519084957,1.4937573690895445,-0.8665919123143989,0.4571008418181322,1.575698383967795
0.0,0.0,1.0,0.898745476571529,-0.2390457218669352,-0.5753682648373111,0.5209141695409235,-0.9820400122465178,-1.4040132532842704,0.4116181599372141,-0.8164583929057482
0.0,0.0,1.0,0.4733038308569983,-0.2390457218669352,1.2816872989123094,-1.3525810034643988,1.3360632683675022,-0.8665919123140935,-1.1176237115103091,0.32382382353780204
0.0,1.0,0.0,0.4733038308569983,0.2390457218669352,-0.7454802248754442,1.4625153704814218,0.87875037627358,-0.3291705713439165,1.4591861664711656,1.522296450698163
0.0,0.0,1.0,-1.228462752000641,-0.2390457218669352,0.9461887110593246,-1.1487291970752187,-1.0766564726797432,1.2830934515660035,-0.9561326417291347,-1.0358955767895353
0.0,1.0,0.0,0.4733038308569983,0.2390457218669352,-0.811634876001385,0.44325633853552115,1.7145291101004034,-0.3291705713439165,0.11344798751271737,1.8105419735512018
0.0,1.0,0.0,0.4733038308569983,-0.2390457218669352,0.28464219979991773,-0.7313183554211834,1.7776067503892203,-0.8665919123140935,-0.6927010006591744,1.0240519024079513
1.0,0.0,0.0,1.32418712228606,1.6733200530680028,1.276961966689028,-1.4787749788481768,-0.19356950863630687,0.20825076962564956,-1.329147508722035,-0.5826557766804228
0.0,1.0,0.0,0.04786218514270938,0.2390457218669352,-0.6982269026426294,1.2392491063408915,1.2256773978620727,0.20825076962595504,1.2232503084687245,1.8081130357156767
0.0,1.0,0.0,0.4733038308569983,0.2390457218669352,-0.41943230146902233,0.5500358561679489,1.6829902899559952,-0.3291705713439165,0.5828847182039306,1.854540447486155
0.0,1.0,0.0,0.04786218514270938,0.2390457218669352,-0.1359123680721337,0.08408887013553756,1.0522138870678264,0.20825076962595504,0.1805256121389727,0.9631896600720626
0.0,0.0,1.0,0.4733038308569983,-0.2390457218669352,1.8109245079198348,-1.6729195563616817,1.6356820597393824,-0.8665919123140935,-1.4240763887243744,0.2735795094543545
0.0,1.0,0.0,-0.3775794605718214,-0.2390457218669352,0.7099220998952507,-0.9448773906860384,1.020675066923418,0.20825076962595504,-0.7649685209904801,0.36851627971147694
0.0,1.0,0.0,0.898745476571529,-0.7171371656008056,0.38387417648882877,-0.7701472709238842,-0.7454988611634545,-1.9414345942544475,-0.6900793923835057,-0.7750276532540655
0.0,1.0,0.0,0.4733038308569983,-0.7171371656008056,1.0028926977387023,-1.3622882323400738,-0.8874235518132925,-1.4040132532842704,-1.2690015941128021,-0.9444981159498934
0.0,1.0,0.0,0.04786218514270938,-0.7171371656008056,-0.6746002415262221,1.1324695887084635,-1.4078140841960316,-0.8665919123143989,1.1099612837289923,-1.2399263549737016
0.0,1.0,0.0,0.04786218514270938,0.2390457218669352,-0.7691068859918516,1.4139792261030455,1.1941385777176643,0.20825076962595504,1.3735617741455213,1.874665932409083
0.0,1.0,0.0,0.898745476571529,0.2390457218669352,-0.693501570419348,0.5112069406652481,1.4149103187285235,-0.8665919123140935,0.29880902281404537,1.5612982525143206
0.0,1.0,0.0,0.898745476571529,-0.2390457218669352,-0.3391016536732372,0.02584549688148597,-1.2028117532573768,-1.4040132532842704,-0.053330732858363435,-1.0590398844509024
0.0,0.0,1.0,0.04786218514270938,0.2390457218669352,0.08617824642209572,-0.49834486240497705,0.09027987266336907,0.20825076962595504,-0.4807506366771687,-0.09607013000073464
0.0,1.0,0.0,0.4733038308569983,-0.7171371656008056,-0.5611922681674666,0.7538876625571292,-1.1712729331129683,-1.4040132532842704,0.7269576448654095,-0.9921746957500711
0.0,1.0,0.0,1.32418712228606,1.6733200530680028,-0.4808616203716815,0.42384188078417107,-0.11472245827528578,0.20825076962564956,0.3640737386666175,0.017708258037680478
0.0,1.0,0.0,0.4733038308569983,-0.2390457218669352,-0.6178962548468443,2.5108960890543486,1.604143239594974,-0.8665919123140935,2.944198395925463,3.114361104549511
0.0,0.0,1.0,-2.9302293348582804,-2.1514114968018734,-0.5470162714976222,0.20057561664364007,-1.2343505734017852,1.2830934515660035,0.017817049700962748,-1.0799981480602965
0.0,0.0,1.0,0.04786218514270938,0.2390457218669352,-0.8163602082246664,0.8994960956922579,0.4372068942518619,0.20825076962595504,0.6808884336753586,0.7534335284184424
